,"002742187 - CORANTE CONJUNTO REAGENTE PARA COLORAÇÃO DE GRAM LÍQUIDO FRASCOS SEPARADOS CONTENDO CRISTALVIOLETA,LUGOL,ETANOL-ACETONA,FUCSINA BÁSICA - UNID: ",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,0,,"2,000",,0,,0,,"2,000",,,0,,0,
,,,Valor (R$),,,,0.00,,80.00,,0.00,,0.00,,80.00,,,0.00,,0.00,
,"002743434 - ACIDO CITRICO CRISTAL INCOLOR, INODORO, SABOR ÁCIDO AGRADÁVEL C6H8O7 ANIDRO 192,12 PUREZA MÍNIMA DE 99,5% REAGENTE P.A. ACS CAS 77-92-9 - UNID: 00395 - ",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,0,,2,,0,,0,,2,,,0,,0,
,,,Valor (R$),,,,0.00,,94.00,,0.00,,0.00,,94.00,,,0.00,,0.00,
,"002750805 - SAFRANINA C20H19CLN4 PÓ VERMELHO PARDO, INODORO 350,85 PUREZA MÍNIMA DE 95% CAS 477-73-6 - UNID: 00021 - G",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,0,,100,,0,,0,,100,,,0,,0,
,,,Valor (R$),,,,0.00,,177.00,,0.00,,0.00,,177.00,,,0.00,,0.00,
,"002814447 - BISSULFITO DE SODIO PÓ BRANCO CRISTALINO NAHSO3 104,06 TEOR DE (SO2) MÍNIMO DE 58,5% REAGENTE P.A./ACS CAS 7631-90-5 - UNID: 00395 - FRASCO 500 G",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,0,,4,,0,,0,,4,,,0,,0,
,,,Valor (R$),,,,0.00,,116.00,,0.00,,0.00,,116.00,,,0.00,,0.00,
,"002814714 - HIDROXIDO DE SODIO EM LENTILHAS OU MICRO PÉROLAS ESBRANQUIÇADAS 40 NAOH PUREZA MÍNIMA DE 99,995% CAS 1310-73-2 - UNID: 00200 - FRASCO 1 KG",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,0,,6,,0,,0,,6,,,0,,0,
,,,Valor (R$),,,,0.00,,335.10,,0.00,,0.00,,335.10,,,0.00,,0.00,
,"002848112 - HIDROXIDO DE ALUMINIO PÓ FINO, BRANCO, INODORO AL(OH)3 78,00 PUREZA MÍNIMA DE 95% TEOR MÍNIMO DE 76% DE ALUMÍNIO CAS 21645-51-2 - UNID: 00021 - G",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,0,,"3,000",,0,,0,,"3,000",,,0,,0,
,,,Valor (R$),,,,0.00,,420.00,,0.00,,0.00,,420.00,,,0.00,,0.00,
,002848120 - IODO 2% SOLUÇÃO AQUOSA - UNID: 00028 - FRASCO 1 L,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,0,,1,,0,,0,,1,,,0,,0,
,,,Valor (R$),,,,0.00,,111.00,,0.00,,0.00,,111.00,,,0.00,,0.00,
,,,,,,,0.00,,"2,076.33",,0.00,,0.00,,"2,076.33",,,0.00,,0.00,
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 22/04/2025 09:34:03,,,,,,,,,,,,,,,,,Página : 2/,,74
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,04/2025,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
TOTAL  - 11 - MATERIAL QUIMICO (R$),,,,,,,0.00,,"2,076.33",,0.00,,0.00,,"2,076.33",,,0.00,,0.00,
14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,,,
,000424218 - MEDALHA EM BRONZE COMEMORATIVA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,19,,0,,0,,0,,0,,,0,,19,
,,,Valor (R$),,,,34.20,,0.00,,0.00,,0.00,,0.00,,,0.00,,34.20,
,"000503231 - CRONOMETRO DIGITAL RESISTENTE AGUA/REFERENCIA 4TM11, 365510 A , - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,287.40,,0.00,,0.00,,0.00,,0.00,,,0.00,,287.40,
,"000819808 - APITO EM PLáSTICO, PROFISSIONAL,  COM ARGOLA PARA FIXAçãO - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,10,,0,,0,,0,,0,,,0,,10,
,,,Valor (R$),,,,128.70,,0.00,,0.00,,0.00,,0.00,,,0.00,,128.70,
,"000926469 - PRANCHETA TATICA,MAGNETICA PARA FUTSAL - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,82.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,82.00,
,001044176 - CANELEIRA PARA FUTSAL - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,3,,0,,0,,0,,0,,,0,,3,
,,,Valor (R$),,,,28.50,,0.00,,0.00,,0.00,,0.00,,,0.00,,28.50,
,001052250 - BICO PARA BOMBA DE ENCHER BOLA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,3,,0,,0,,0,,0,,,0,,3,
,,,Valor (R$),,,,7.47,,0.00,,0.00,,0.00,,0.00,,,0.00,,7.47,
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 22/04/2025 09:34:03,,,,,,,,,,,,,,,,,Página : 3/,,74
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,04/2025,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,,,
,001126377 - BOLA FUTEBOL DE CAMPO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,5,,0,,0,,0,,0,,,0,,5,
,,,Valor (R$),,,,275.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,275.00,
,"001413546 - BOLA BOLA MEDICINAL, GINASTICA E TREINAMENTO SINTETICO 4KG - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,74.40,,0.00,,0.00,,0.00,,0.00,,,0.00,,74.40,
,001496891 - MEDALHA EM MEDALHA DE OURO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,140,,0,,0,,0,,0,,,0,,140,
,,,Valor (R$),,,,252.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,252.00,
,001496913 - MEDALHA EM MEDALHA DE PRATA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,160,,0,,0,,0,,0,,,0,,160,
,,,Valor (R$),,,,288.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,288.00,
,"001738720 - REDE APLICACAO FUTEBOL DE CAMPO REDE ESPORTIVA, MATERIAL NAILON - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,3,,0,,0,,0,,0,,,0,,3,
,,,Valor (R$),,,,261.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,261.00,
,001977482 - REDE DE BASQUETE - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,5,,0,,0,,0,,0,,,0,,5,
,,,Valor (R$),,,,79.95,,0.00,,0.00,,0.00,,0.00,,,0.00,,79.95,
,001977520 - REDE DE FUTSAL - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,10,,0,,0,,0,,0,,,0,,10,
,,,Valor (R$),,,,"1,099.40",,0.00,,0.00,,0.00,,0.00,,,0.00,,"1,099.40",
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 22/04/2025 09:34:03,,,,,,,,,,,,,,,,,Página : 4/,,74
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,04/2025,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,,,
,"001977717 - BOLA BASQUETE, CIRCUNFERÊNCIA 75 A 77CM. - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,12,,0,,0,,0,,0,,,0,,12,
,,,Valor (R$),,,,822.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,822.00,
,001977873 - BOLA DE HANDBALL FEMININA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,5,,0,,0,,0,,0,,,0,,5,
,,,Valor (R$),,,,786.85,,0.00,,0.00,,0.00,,0.00,,,0.00,,786.85,
,001977881 - RAQUETE ESPORTIVA BADMINTON - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,5,,0,,0,,0,,0,,,0,,5,
,,,Valor (R$),,,,104.95,,0.00,,0.00,,0.00,,0.00,,,0.00,,104.95,
,001977890 - REDE ESPORTE BADMINTON - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,5,,0,,0,,0,,0,,,0,,5,
,,,Valor (R$),,,,725.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,725.00,
,"001977911 - BOLA HANDBALL, MASCULINA ADULTO H3L CIRCUNFERÊNCIA 58 A 60CM. - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,10,,0,,0,,0,,0,,,0,,10,
,,,Valor (R$),,,,"1,590.00",,0.00,,0.00,,0.00,,0.00,,,0.00,,"1,590.00",
,001978047 - REDE PARA TENIS DE MESA COM SUPORTE - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,66.99,,0.00,,0.00,,0.00,,0.00,,,0.00,,66.99,
,001978594 - BOLA SUICA (GYM BALL) PARA GINÁSTICA. - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,65.39,,0.00,,0.00,,0.00,,0.00,,,0.00,,65.39,
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 22/04/2025 09:34:03,,,,,,,,,,,,,,,,,Página : 5/,,74
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,04/2025,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,,,
,001978624 - BOLSA NYLON PRETA TRANSPORTE DE MATERIAL ESPORTIVO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,12.60,,0.00,,0.00,,0.00,,0.00,,,0.00,,12.60,
,"001978659 - BOLA VOLEIBOL, MA, MICROFIBRA, VULCANIZADA - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,2,,0,,0,,0,,0,,,0,,2,
,,,Valor (R$),,,,325.96,,0.00,,0.00,,0.00,,0.00,,,0.00,,325.96,
,001978675 - BOLA DE RUGBY - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,7,,0,,0,,0,,0,,,0,,7,
,,,Valor (R$),,,,377.93,,0.00,,0.00,,0.00,,0.00,,,0.00,,377.93,
,001980629 - BOLA DE FUTEVOLEI OFICIAL - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,272.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,272.00,
,001980637 - BOLA FUTEBOL AMERICANO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,5,,0,,0,,0,,0,,,0,,5,
,,,Valor (R$),,,,297.50,,0.00,,0.00,,0.00,,0.00,,,0.00,,297.50,
,"001980645 - BOLA TREINAMENTO, INICIAÇÃO, Nº 10, COR VERDE - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,6,,0,,0,,0,,0,,,0,,6,
,,,Valor (R$),,,,100.02,,0.00,,0.00,,0.00,,0.00,,,0.00,,100.02,
,"001980653 - BOLA TREINAMENTO, INICIAÇÃO, Nº 12, COR AMARELA - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,4,,0,,0,,0,,0,,,0,,4,
,,,Valor (R$),,,,71.96,,0.00,,0.00,,0.00,,0.00,,,0.00,,71.96,
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 22/04/2025 09:34:03,,,,,,,,,,,,,,,,,Página : 6/,,74
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,REFERÊNCIA:,,,,04/2025,,,
,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,,,,,NATUREZA BENS:,,,,MATERIAL DE CONSUMO,,,
,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,,,,,,,,,,,,
,,,,BALANÇO FISICO-FINANCEIRO DE MATERIAIS EM ALMOXARIFADO,,,,,,,,,,,,,,,,,
CONTA,,,,,,SALDO ANTERIOR,,ENTRADAS ORÇAMENTARIAS,,ENTRADAS EXTRA-ORÇAMENTARIA,,ENTRADAS ALTERAÇÃO DE CONTA,,,,SAIDA,SAIDAS ALTERAÇÃO DE CONTA,,,SALDO ATUAL,
115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,,
14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,,,
,"001980661 - BOLA TREINAMENTO, INICIAÇÃO, Nº 08, COR LARANJA - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,8,,0,,0,,0,,0,,,0,,8,
,,,Valor (R$),,,,122.48,,0.00,,0.00,,0.00,,0.00,,,0.00,,122.48,
,001988611 - PETECA BASE DE BORRACHA E PENA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,30,,0,,0,,0,,0,,,0,,30,
,,,Valor (R$),,,,118.80,,0.00,,0.00,,0.00,,0.00,,,0.00,,118.80,
,001988620 - PETECA COM BASE DE CORTICA E PENA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,30,,0,,0,,0,,0,,,0,,30,
,,,Valor (R$),,,,556.20,,0.00,,0.00,,0.00,,0.00,,,0.00,,556.20,
,"001988654 - REDE ESPORTE APLICACAO PETECA MATERIAL NÁILON, COR VERDE E BRANCA - UNID: 00001 - UN",,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,5,,0,,0,,0,,0,,,0,,5,
,,,Valor (R$),,,,354.95,,0.00,,0.00,,0.00,,0.00,,,0.00,,354.95,
,001988662 - REDE ESPORTE APLICACAO QUADRA DE TENIS BORDA EM COURO NA COR PRETA - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,1,,0,,0,,0,,0,,,0,,1,
,,,Valor (R$),,,,282.80,,0.00,,0.00,,0.00,,0.00,,,0.00,,282.80,
,001988689 - FITA MARCACAO ESPORTIVA - FAIXA LATERAL VOLEIBOL - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,2,,0,,0,,0,,0,,,0,,2,
,,,Valor (R$),,,,52.00,,0.00,,0.00,,0.00,,0.00,,,0.00,,52.00,
,001988697 - RAQUETE ESPORTIVA TENIS DE CAMPO - UNID: 00001 - UN,,,,,,,,,,,,,,,,,,,,
,Descrição Complementar:,,,,    -    ,,,,,,,,,,,,,,,,
,,,Quantidade,,,,12,,0,,0,,0,,0,,,0,,12,
,,,Valor (R$),,,,"1,560.00",,0.00,,0.00,,0.00,,0.00,,,0.00,,"1,560.00",
EMITIDO POR:,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 22/04/2025 09:34:03,,,,,,,,,,,,,,,,,Página : 7/,,74
